date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:21:28	9003/9003	---M--	200	added ('OK')	image/jpeg	etag:%220e9b4de2ae6d41:0%22	https://merolagani.com/Content/images/main-logo.jpg	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Content/images/main-logo.jpg	(from https://merolagani.com/Financial/Default.aspx)
22:21:28	26785/26785	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:27%20GMT	https://merolagani.com/Financial/FinancialSummary.aspx?type=gainers	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/FinancialSummarycab0.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:28	26767/26767	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:27%20GMT	https://merolagani.com/Financial/FinancialSummary.aspx?type=losers	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/FinancialSummary46df.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:29	26616/26616	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:27%20GMT	https://merolagani.com/Financial/FinancialSummary.aspx?type=sectors	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/FinancialSummarya7a5.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:29	26623/26623	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:27%20GMT	https://merolagani.com/Financial/FinancialSummary.aspx?type=turnovers	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/FinancialSummaryfd36.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:30	136114/136114	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:28%20GMT	https://merolagani.com/Financial/FinancialAnalysis.aspx	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/FinancialAnalysis.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:30	38008/38008	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:28%20GMT	https://merolagani.com/Financial/BalanceSheetAnalysis.aspx	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/BalanceSheetAnalysis.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:30	37961/37961	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:28%20GMT	https://merolagani.com/Financial/PLAnalysis.aspx	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/PLAnalysis.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:30	34684/34684	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:29%20GMT	https://merolagani.com/Financial/GrowthChart.aspx	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/GrowthChart.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:31	32757/32757	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:29%20GMT	https://merolagani.com/Financial/Screening.aspx	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/Screening.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:31	35248/35248	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:29%20GMT	https://merolagani.com/Financial/AdvancedScreening.aspx	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/AdvancedScreening.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:31	32309/32309	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:30%20GMT	https://merolagani.com/Financial/Sensitivity.aspx	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/Sensitivity.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:31	32227/32227	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:30%20GMT	https://merolagani.com/Financial/Comparision.aspx	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/Comparision.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:32	29341/29341	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:30%20GMT	https://merolagani.com/Financial/IntrinsicValuation.aspx?sector=21	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/IntrinsicValuation2948.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:32	29340/29340	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:30%20GMT	https://merolagani.com/Financial/IntrinsicValuation.aspx?sector=3	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/IntrinsicValuation0815.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:33	1697/1697	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:31%20GMT	https://merolagani.com/Financial/AdvancedChart.aspx	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/AdvancedChart.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:33	29087/29087	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:31%20GMT	https://merolagani.com/Financial/TechnicalAnalysis.aspx?type=tava	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/TechnicalAnalysis28c9.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:33	44307/44307	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:31%20GMT	https://merolagani.com/Financial/TechnicalAnalysis.aspx?type=tavasell	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/TechnicalAnalysis75e2.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:34	29113/29113	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:32%20GMT	https://merolagani.com/Financial/TechnicalAnalysis.aspx?type=golden	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/TechnicalAnalysis79d8.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:34	29103/29103	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:32%20GMT	https://merolagani.com/Financial/TechnicalAnalysis.aspx?type=dead	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/TechnicalAnalysis5642.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:35	28998/28998	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:33%20GMT	https://merolagani.com/Financial/TechnicalAnalysis.aspx?type=bullish	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/TechnicalAnalysis784a.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:36	28998/28998	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:34%20GMT	https://merolagani.com/Financial/TechnicalAnalysis.aspx?type=bearish	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/TechnicalAnalysis9025.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:36	26750/26750	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:34%20GMT	https://merolagani.com/Financial/FinancialSummary.aspx?type=brokers	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/FinancialSummary79fe.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:37	53723/53723	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:35%20GMT	https://merolagani.com/Financial/TopBrokersTopBuySell.aspx?type=buys	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/TopBrokersTopBuySell0928.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:37	57306/57306	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:35%20GMT	https://merolagani.com/Financial/TopBrokersTopBuySell.aspx?type=sells	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/TopBrokersTopBuySellb680.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:37	29578/29578	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:35%20GMT	https://merolagani.com/Financial/MostPopularBuySell.aspx?type=buy	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/MostPopularBuySellc89c.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:38	29580/29580	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:35%20GMT	https://merolagani.com/Financial/MostPopularBuySell.aspx?type=sell	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/MostPopularBuySellb910.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:38	29992/29992	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:36%20GMT	https://merolagani.com/Financial/BrokerAnalysis.aspx	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/BrokerAnalysis.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:38	37099/37099	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:36%20GMT	https://merolagani.com/Financial/StockPopularity.aspx	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/StockPopularity.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:38	33982/33982	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:36%20GMT	https://merolagani.com/Financial/TopStockHoldingBrokers.aspx	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/TopStockHoldingBrokers.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:39	34131/34131	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:36%20GMT	https://merolagani.com/Financial/publishnav.aspx	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/publishnav.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:39	31384/31384	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:37%20GMT	https://merolagani.com/Financial/todaynav.aspx	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/todaynav.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:39	33886/33886	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:37%20GMT	https://merolagani.com/Financial/MFBuyList.aspx	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/MFBuyList.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:40	33887/33887	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:37%20GMT	https://merolagani.com/Financial/MFSellList.aspx	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/MFSellList.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:40	33823/33823	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:38%20GMT	https://merolagani.com/Financial/MFScreening.aspx	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/MFScreening.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:40	27603/27603	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:38%20GMT	https://merolagani.com/Financial/StockHoldings.aspx	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/StockHoldings.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:41	25324/25324	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:38%20GMT	https://merolagani.com/Financial/AnalyticsTodayEvents.aspx	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/AnalyticsTodayEvents.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:41	154178/154178	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:40%20GMT	https://merolagani.com/Financial/AnalyticsAnnouncement.aspx	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/AnalyticsAnnouncement.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:42	53819/53819	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:40%20GMT	https://merolagani.com/Financial/AnalyticsNewsList.aspx	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/AnalyticsNewsList.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:42	75639/75639	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:40%20GMT	https://merolagani.com/Financial/AnalyticsAGMDividendRight.aspx	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/AnalyticsAGMDividendRight.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:42	63234/63234	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:40%20GMT	https://merolagani.com/Financial/FAQ.aspx	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/FAQ.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:42	3959/3959	---M--	200	added ('OK')	image/png	etag:%220e9b4de2ae6d41:0%22	https://merolagani.com/Content/images/foot-logo.png	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Content/images/foot-logo.png	(from https://merolagani.com/Financial/Default.aspx)
22:21:43	3102/3102	---M--	200	added ('OK')	image/png	etag:%220e9b4de2ae6d41:0%22	https://merolagani.com/Content/images/podamibe-foot.png	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Content/images/podamibe-foot.png	(from https://merolagani.com/Financial/Default.aspx)
22:21:43	45854/45854	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:41%20GMT	https://merolagani.com/Financial/DataAnalyticsDisclaimer.aspx	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/DataAnalyticsDisclaimer.html	(from https://merolagani.com/Financial/Default.aspx)
22:21:43	26133/26133	---M-Z	200	added ('OK')	application/javascript	etag:%22016e6df2ae6d41:0%22	https://merolagani.com/scripts/jquery.signalR-1.1.4.min.js	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/scripts/jquery.signalR-1.1.4.min.js	(from https://merolagani.com/Financial/Default.aspx)
22:21:43	42860/42860	---M--	200	added ('OK')	application/javascript	etag:%22016e6df2ae6d41:0%22	https://merolagani.com/Scripts/owl.carousel.min.js	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Scripts/owl.carousel.min.js	(from https://merolagani.com/Financial/Default.aspx)
22:21:44	1301/1301	---M--	200	added ('OK')	application/javascript	etag:%22016e6df2ae6d41:0%22	https://merolagani.com/Scripts/jquery.cookie.min.js	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Scripts/jquery.cookie.min.js	(from https://merolagani.com/Financial/Default.aspx)
22:21:46	45892/45892	---MC-	200	added ('OK')	text/javascript	date:Thu,%2030%20Apr%202020%2021:54:13%20GMT	http://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/mero%20lagani/www.google-analytics.com/analytics.js	(from https://merolagani.com/Financial/Default.aspx)
22:21:46	677/677	---M--	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202020%2016:36:43%20GMT	https://merolagani.com/Content/owl.video.play.png	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Content/owl.video.play.html	(from https://merolagani.com/Content/owl.carousel.min.css)
22:21:47	33687/33687	---M--	200	added ('OK')	text/css	etag:%2278a7ff2e314d31:0%22	https://merolagani.com/Financial/amcharts/export.css	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Financial/amcharts/export.css	(from https://merolagani.com/Financial/FinancialAnalysis.aspx)
22:21:47	3117/3117	---M--	200	added ('OK')	application/javascript	etag:%220e9b4de2ae6d41:0%22	https://merolagani.com/scripts/admin/tags-1.0.0.js	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/scripts/admin/tags-1.0.0.js	(from https://merolagani.com/Financial/GrowthChart.aspx)
22:21:47	4359/4359	---M--	200	added ('OK')	text/css	etag:%220e9b4de2ae6d41:0%22	https://merolagani.com/Content/sortable.css	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Content/sortable.css	(from https://merolagani.com/Financial/Screening.aspx)
22:21:48	31269/31269	---M--	200	added ('OK')	application/javascript	etag:%22016e6df2ae6d41:0%22	https://merolagani.com/scripts/jquery/sortable.js	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/scripts/jquery/sortable.js	(from https://merolagani.com/Financial/Screening.aspx)
22:21:48	4720/4720	---M--	200	added ('OK')	application/javascript	etag:%220e9b4de2ae6d41:0%22	https://merolagani.com/Scripts/DataAnalytics/StockScreener.js	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Scripts/DataAnalytics/StockScreener.js	(from https://merolagani.com/Financial/Screening.aspx)
22:21:48	9026/9026	---M--	200	added ('OK')	application/javascript	etag:%220e9b4de2ae6d41:0%22	https://merolagani.com/Scripts/StockEvent.js	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Scripts/StockEvent.js	(from https://merolagani.com/Financial/Screening.aspx)
22:21:49	2454/2454	---M--	200	added ('OK')	application/javascript	etag:%220e9b4de2ae6d41:0%22	https://merolagani.com/Scripts/DataAnalytics/Comparision.js	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Scripts/DataAnalytics/Comparision.js	(from https://merolagani.com/Financial/Comparision.aspx)
22:21:50	86927/86927	---M-Z	200	added ('OK')	application/javascript	etag:W/%225a637bd4-1538f%22	https://code.jquery.com/jquery-3.3.1.min.js	C:/My%20Web%20Sites/mero%20lagani/code.jquery.com/jquery-3.3.1.min.js	(from https://merolagani.com/Financial/AdvancedChart.aspx)
22:21:51	15180/15180	---MCZ	200	added ('OK')	text/css	etag:W/%225cd1eb03-3b4c%22	https://cdnjs.cloudflare.com/ajax/libs/select2/4.0.7/css/select2.min.css	C:/My%20Web%20Sites/mero%20lagani/cdnjs.cloudflare.com/ajax/libs/select2/4.0.7/css/select2.min.css	(from https://merolagani.com/Financial/publishnav.aspx)
22:21:52	68388/68388	---MCZ	200	added ('OK')	application/javascript	etag:W/%225cd1eb03-10b24%22	https://cdnjs.cloudflare.com/ajax/libs/select2/4.0.7/js/select2.min.js	C:/My%20Web%20Sites/mero%20lagani/cdnjs.cloudflare.com/ajax/libs/select2/4.0.7/js/select2.min.js	(from https://merolagani.com/Financial/publishnav.aspx)
22:21:52	19038/19038	---M--	200	added ('OK')	image/jpeg	etag:%22c328e8b9e1d61:0%22	https://images.merolagani.com/Uploads/Repository/637205840814167983.jpg	C:/My%20Web%20Sites/mero%20lagani/images.merolagani.com/Uploads/Repository/637205840814167983.jpg	(from https://merolagani.com/Financial/AnalyticsNewsList.aspx)
22:21:52	130839/130839	---M--	200	added ('OK')	image/jpeg	etag:%2238765ba9d596d51:0%22	https://images.merolagani.com/Uploads/Repository/637089047490841656.jpg	C:/My%20Web%20Sites/mero%20lagani/images.merolagani.com/Uploads/Repository/637089047490841656.jpg	(from https://merolagani.com/Financial/AnalyticsNewsList.aspx)
22:21:53	83262/83262	---M--	200	added ('OK')	image/jpeg	etag:%2261df831e63ad41:0%22	https://images.merolagani.com/Uploads/Repository/636705526056760673.jpg	C:/My%20Web%20Sites/mero%20lagani/images.merolagani.com/Uploads/Repository/636705526056760673.jpg	(from https://merolagani.com/Financial/AnalyticsNewsList.aspx)
22:21:53	463604/463604	---M--	200	added ('OK')	image/jpeg	etag:%2222be66cbd838d61:0%22	https://images.merolagani.com/Uploads/Repository/637267181830597889.jpg	C:/My%20Web%20Sites/mero%20lagani/images.merolagani.com/Uploads/Repository/637267181830597889.jpg	(from https://merolagani.com/Financial/AnalyticsNewsList.aspx)
22:21:53	52284/52284	---M--	200	added ('OK')	image/jpeg	etag:%22d0dc3a7aad25d61:0%22	https://images.merolagani.com/Uploads/Repository/637246105064246212.jpg	C:/My%20Web%20Sites/mero%20lagani/images.merolagani.com/Uploads/Repository/637246105064246212.jpg	(from https://merolagani.com/Financial/AnalyticsNewsList.aspx)
22:21:53	16417/16417	---M--	200	added ('OK')	image/jpeg	etag:%221949695fe3c5d41:0%22	https://images.merolagani.com/Uploads/Repository/636859308449266634.jpg	C:/My%20Web%20Sites/mero%20lagani/images.merolagani.com/Uploads/Repository/636859308449266634.jpg	(from https://merolagani.com/Financial/AnalyticsNewsList.aspx)
22:21:54	64/64	---M--	200	added ('OK')	image/gif	etag:%220e9b4de2ae6d41:0%22	https://merolagani.com/Content/images/bg.gif	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Content/images/bg.gif	(from https://merolagani.com/Content/sortable.css)
22:21:54	54/54	---M--	200	added ('OK')	image/gif	etag:%220e9b4de2ae6d41:0%22	https://merolagani.com/Content/images/desc.gif	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Content/images/desc.gif	(from https://merolagani.com/Content/sortable.css)
22:21:54	54/54	---M--	200	added ('OK')	image/gif	etag:%220e9b4de2ae6d41:0%22	https://merolagani.com/Content/images/asc.gif	C:/My%20Web%20Sites/mero%20lagani/merolagani.com/Content/images/asc.gif	(from https://merolagani.com/Content/sortable.css)
